Sygnatura czasowa;Polityka RODO: ;Jestem: ;Sta¿ pracy: ;Szko³a:;Co jest prawd¹ o emocjach?;Z psychologicznego punktu widzenia emocje:;Co mo¿e pomóc w KONSTRUKTYWNYM ukojeniu nieprzyjemnych emocji? ;Jak wykonuje siê poprawny oddech przeponowy?;Co jest sposobem na zmniejszenie podatnoœci na odczuwanie nieprzyjemnych stanów emocjonalnych?;Czy forma przekazywania treœci podczas spotkania by³a dla Pani/Pana odpowiednia?;Jeœli nie, co nale¿a³oby zmieniæ?;Czy treœci przekazywane by³y w sposób zrozumia³y?;Czy æwiczenia realizowane w trakcie szkolenia pozwala³y na praktyczne wykorzystywanie zdobytej wiedzy? ;Czy prowadz¹cy zachêca³ do interakcji? Dawa³ mo¿liwoœæ zadawania pytañ i dyskusji? ;Czy udzia³ w szkoleniu pozwoli³ Pani/Panu na zdobycie lub uporz¹dkowanie wiedzy? ;Dziêki spotkaniu lepiej rozumiem to, co siê ze mn¹ dzieje.;Dziêki wiedzy zdobytej na szkoleniu jestem lepiej przygotowana/y na zauwa¿enie swoich emocji i zaopiekowania siê nimi.;Jakie treœci przekazane w ramach spotkania bêd¹ dla Pani/Pana najbardziej przydatne? Dlaczego?;Czy spotkanie zmieni³o sposób postrzegania przez Pani¹/Pana pewnych zagadnieñ? Jakich?;Czy jest Pani/Pan w stanie wskazaæ treœci, które uwa¿a Pani/Pan za zbêdne w agendzie szkolenia? Jakie?;Czy w Pani/Pana odczuciu w agendzie spotkania zabrak³o jakichœ istotnych treœci? Jakich?;Ogólna ocena spotkania ;Czy ma Pani/Pan dodatkowe uwagi dotycz¹ce szkolenia?
6.2.2025 17:45:00;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Mówienie o emocjach;Nie ;Nie;Nie;10;Nie
6.2.2025 17:45:02;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Zdecydowanie æwiczenia przyk³adowe ;Tak, przede wszystkim trzeba zadbaæ o siebie ¿eby reszta mog³a dobrze funkcjonowaæ ;Brak ;Brak ;10;Brak 
6.2.2025 17:45:21;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;Techniki radzenia sobie z emocjami ;Tak;Nie;Nie;10;Nie
6.2.2025 17:45:26;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nic;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia na ukojenie emocji ;¯eby byæ bardziej uwa¿n¹ na sam¹ siebie;Nie;Nie;10;Nie
6.2.2025 17:45:27;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;wszystkie;tqak;nie;nie;9;nie
6.2.2025 17:45:44;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;w jakim stopniu zaspokajam w³asne potrzeby;radzenia sobie z emocjami;nie;nie;10;nie
6.2.2025 17:46:14;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Zdecydowanie tak;Tak;Raczej tak;5;5;æwiczenia na odreagowanie stresu;zrozumienie siebie i uczniów;nie;nie ;10;nie
6.2.2025 17:46:51;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;wszystkie;tak;nie;nie;9;nie
6.2.2025 17:47:07;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Nie wiem;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;wszyskie;pomog³o mi;nie by³o;nie;9;nie
6.2.2025 17:47:17;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;5;5;Jak radziæ sobie z emocjami w sytuacji stresowej.;Jak wa¿na jest postawa cia³a.;Wszystkie s¹ potrzebne.;Nie wiem;10;Nie mam
6.2.2025 17:47:50;Akceptujê;nauczycielem;6-10 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby samoregulacji;nie;nie;nie;10;nie
6.2.2025 17:47:50;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;2;2;Wszystkie;uzmys³owi³o, ¿e nale¿y dbaæ równie¿ o siebie;nie;nie;9;nie
6.2.2025 17:48:06;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;nic ;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia praktyczne;rozumienie swoich emocji ;nie ;nie ;10;nie
6.2.2025 17:48:20;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;kontrolowanie emocji, tecchniki oddechowe  ;tak;nie;nie;10;nie
6.2.2025 17:49:00;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystko ;Troska o w³asny dobrostan;Nie;Nie;10;Nie
6.2.2025 17:49:15;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystkie;Tak;Nie;Nie;10;Nie
6.2.2025 17:49:19;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;jak obni¿aæ stress;Tak. lepiej kontrolowaæ swoje cia³o;Nie;Nie;10;Nie
6.2.2025 17:50:15;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;5;5;jak radziæ sobie z emocjami;By³am tego œwiadoma;Wszystkie by³y wa¿ne i potrzebne dla dobrostanu;Myœlê, ¿e nie;10;Z mojej perspektywy szkolenia powinny odbywaæ siê w godzinach pracy co sprzyja³oby skupieniu 
6.2.2025 17:50:20;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;¯adna z powy¿szych.;Tak;nic;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;porady praktyczne;nie;brak takowych;raczej nie;7;brak uwag
6.2.2025 17:50:47;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;wszystkie;tak;ró¿ne;nie;10;nie
6.2.2025 17:51:32;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez usta, a wydech – przez nos.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;NIE;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;4;Pomog¹ odpowiednio reagowaæ i zachowywaæ siê !;Czêœciowo !;NIE;NIE;9;NIE - Dziêkujê !
6.2.2025 17:51:52;Akceptujê;nauczycielem;6-10 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;wszystkie przekazane treœci;nie;nie ;nie;10;nie
6.2.2025 17:53:13;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby zmniejszania podatnoœæ na odczuwanie trudnych emocji;Tak;Nie by³o takich;Nie;10;Nie
6.2.2025 17:53:41;Akceptujê;psychologiem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia ;Kolejny raz chcê patrzeæ na reakcje rozmówców przez pryzmat ich potrzeb.;Nie;Nie;9;Nie
6.2.2025 17:53:59;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;jest wszystko w porz¹dku;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;5;5;jak radziæ sobie w sytuacjach ;tak, jest wiele takich zagadnieñ;nie ma zbêdnych treœci;nie;10;nie
6.2.2025 17:58:55;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Treningi oddechowe, wykorzystam je w momencie kryzysowym lub wspólnie z uczniami;Pomoc w praktyce -  roz³adowanie stresu poprzez zastosowanie æwiczeñ oddechowych. Bardzo pomocna aplikacja - Nie panikuj, która jest dostêpna za darmo dla nas, dla uczniów, dla rodziców.;Nie by³o takich;Nie;10;Nie
6.2.2025 17:59:09;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Treningi oddechowe. Mogê je wykorzystaæ na lekcji dla uczniów  lub dla siebie w moim kryzysie;pomoc w praktyce - roz³adowanie stresu poprzez zastosowanie æwiczeñ oddechowych. Bardzo pomocna aplikacja nie panikuj która jest dostêpna za darmo dla nauczyciela i ucznia i rodziców. ;nie by³o takich;nie;10;nie
6.2.2025 17:59:29;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Techniki regulacji emocji;Pozwoli³o mi zrozumieæ sam¹ siebie;Nie ma;nie;10;Szkolenie bardzo przydatne.
6.2.2025 18:06:22;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;nie mam zasterze¿eñ;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia, które mo¿na wykorzystaæ do pracy z dzieæmi na zajêciach;jak skutecznie mo¿na radziæ sobie z w³asnym stresem;nie by³o takich treœci;by³y wyczerpuj¹ce;10;Jestem zadowolona ze szkolenia treœci by³y bardzo ciekawe.
6.3.2025 8:19:44;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa im. J. Wybickiego w Baboszewie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nic;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Co robiæ w czasie stresu;Zdanie odnoœnie negatywnych emocji ;Nie;Nie zabrak³o ;10;Nie
6.3.2025 18:33:02;Akceptujê;pedagogiem;11-15 lat;IV Liceum Ogólnokszta³c¹ce im. Krzysztofa Kamila Baczyñskiego w Olkuszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;poznanie sposobów oddechowych;nie;nie;nie;10;nie
6.3.2025 18:35:16;Akceptujê;nauczycielem;6-10 lat;IV Liceum Ogólnokszta³c¹ce im. Krzysztofa Kamila Baczyñskiego w Olkuszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia oddechowe;jak radziæ sobie ze stresem;Nie;Nie;10;Nie
6.3.2025 18:36:09;Akceptujê;nauczycielem;11-15 lat;IV Liceum Ogólnokszta³c¹ce im. Krzysztofa Kamila Baczyñskiego w Olkuszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;-;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;3;3;-;-;-;-;8;-
6.3.2025 18:37:46;Akceptujê;nauczycielem;16-20 lat;IV Liceum Ogólnokszta³c¹ce im. Krzysztofa Kamila Baczyñskiego w Olkuszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;Æwiczenia;Metody radzenia sobie ze stresem;nie;nie;9;nie
6.3.2025 18:38:05;Akceptujê;pedagogiem;21 lat i wiêcej;IV Liceum Ogólnokszta³c¹ce im. Krzysztofa Kamila Baczyñskiego w Olkuszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Bardzo podoba³o mi siê przedstawienie emocji jako wody. Tabletki przeciwbólowe.;Raczej poszerzy³o horyzonty i uporz¹dkowa³o wiedzê;Nie;Nie;10;Dziêkujê, bardzo mila i komunikatywna Pani prowadz¹ca. 
